pbrole	pbrolelabel	pbrolesup	varole
pbdata:laid-back-05__0	pblocalrole:causer_of_relaxation	pbschema:ARG0	
pbdata:laid-back-05__0	pblocalrole:causer_of_relaxation	pbschema:ARG-PAG	
pbdata:laid-back-05__1	pblocalrole:relaxed	pbschema:ARG1	
pbdata:laid-back-05__1	pblocalrole:relaxed	pbschema:ARG-PPT	
pbdata:lam-01__0	pblocalrole:entity_going_on_the_lam	pbschema:ARG0	
pbdata:lam-01__0	pblocalrole:entity_going_on_the_lam	pbschema:ARG-PAG	
pbdata:lam-01__1	pblocalrole:it	pbschema:ARG1	
pbdata:lam-01__1	pblocalrole:it	pbschema:ARG-PPT	
pbdata:lam-01__2	pblocalrole:the_law	pbschema:ARG2	
pbdata:lam-01__2	pblocalrole:the_law	pbschema:ARG-DIR	
pbdata:lam-out-02__0	pblocalrole:entity_going_on_the_lam	pbschema:ARG0	
pbdata:lam-out-02__0	pblocalrole:entity_going_on_the_lam	pbschema:ARG-PAG	
pbdata:lam-out-02__1	pblocalrole:it	pbschema:ARG1	
pbdata:lam-out-02__1	pblocalrole:it	pbschema:ARG-PPT	
pbdata:lam-out-02__2	pblocalrole:the_law	pbschema:ARG2	
pbdata:lam-out-02__2	pblocalrole:the_law	pbschema:ARG-DIR	
pbdata:lamb-01__0	pblocalrole:mother	pbschema:ARG0	
pbdata:lamb-01__0	pblocalrole:mother	pbschema:ARG-PAG	
pbdata:lamb-01__1	pblocalrole:lamb	pbschema:ARG1	
pbdata:lamb-01__1	pblocalrole:lamb	pbschema:ARG-PPT	
pbdata:lambaste-01__0	pblocalrole:angry_entity	pbschema:ARG0	va:Agent
pbdata:lambaste-01__0	pblocalrole:angry_entity	pbschema:ARG-PAG	va:Agent
pbdata:lambaste-01__1	pblocalrole:entity_lambasted	pbschema:ARG1	va:Theme
pbdata:lambaste-01__1	pblocalrole:entity_lambasted	pbschema:ARG-PPT	va:Theme
pbdata:lambaste-01__2	pblocalrole:entity_lambasted_for	pbschema:ARG2	va:Attribute
pbdata:lambaste-01__2	pblocalrole:entity_lambasted_for	pbschema:ARG-GOL	va:Attribute
pbdata:lame-01__1	pblocalrole:uncool_entity	pbschema:ARG1	
pbdata:lame-01__1	pblocalrole:uncool_entity	pbschema:ARG-PAG	
pbdata:lame-02__0	pblocalrole:causer_of_lameness	pbschema:ARG0	
pbdata:lame-02__0	pblocalrole:causer_of_lameness	pbschema:ARG-PAG	
pbdata:lame-02__1	pblocalrole:entity_who_can_t_walk	pbschema:ARG1	
pbdata:lame-02__1	pblocalrole:entity_who_can_t_walk	pbschema:ARG-PPT	
pbdata:lament-01__0	pblocalrole:regretter	pbschema:ARG0	va:Experiencer
pbdata:lament-01__0	pblocalrole:regretter	pbschema:ARG-PPT	va:Experiencer
pbdata:lament-01__1	pblocalrole:thing_regretted	pbschema:ARG1	va:Stimulus
pbdata:lament-01__1	pblocalrole:thing_regretted	pbschema:ARG-PAG	va:Stimulus
pbdata:laminate-01__0	pblocalrole:applier_of_plastic	pbschema:ARG0	va:Agent
pbdata:laminate-01__0	pblocalrole:applier_of_plastic	pbschema:ARG-PAG	va:Agent
pbdata:laminate-01__1	pblocalrole:thing_covered_with_plastic	pbschema:ARG1	va:Destination
pbdata:laminate-01__1	pblocalrole:thing_covered_with_plastic	pbschema:ARG-PPT	va:Destination
pbdata:lampoon-01__0	pblocalrole:lampooner	pbschema:ARG0	
pbdata:lampoon-01__0	pblocalrole:lampooner	pbschema:ARG-PAG	
pbdata:lampoon-01__1	pblocalrole:lampooned	pbschema:ARG1	
pbdata:lampoon-01__1	pblocalrole:lampooned	pbschema:ARG-PPT	
pbdata:lance-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:lance-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:lance-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:lance-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:lance-01__1	pblocalrole:entity_becoming_pierced	pbschema:ARG1	
pbdata:lance-01__1	pblocalrole:entity_becoming_pierced	pbschema:ARG-PPT	
pbdata:lance-01__2	pblocalrole:instrument_used	pbschema:ARG2	
pbdata:lance-01__2	pblocalrole:instrument_used	pbschema:ARG-MNR	
pbdata:lance-02__0	pblocalrole:thing_in_motion	pbschema:ARG0	
pbdata:lance-02__0	pblocalrole:thing_in_motion	pbschema:ARG-PPT	
pbdata:lance-02__1	pblocalrole:path	pbschema:ARG1	
pbdata:lance-02__1	pblocalrole:path	pbschema:ARG-LOC	
pbdata:land-01__0	pblocalrole:bringer	pbschema:ARG0	va:Agent
pbdata:land-01__0	pblocalrole:bringer	pbschema:ARG-PAG	va:Agent
pbdata:land-01__1	pblocalrole:thing_landing	pbschema:ARG1	va:Patient
pbdata:land-01__1	pblocalrole:thing_landing	pbschema:ARG-PPT	va:Patient
pbdata:land-02__0	pblocalrole:getter	pbschema:ARG0	va:Agent
pbdata:land-02__0	pblocalrole:getter	pbschema:ARG-PAG	va:Agent
pbdata:land-02__1	pblocalrole:thing_gotten	pbschema:ARG1	va:Instrument
pbdata:land-02__1	pblocalrole:thing_gotten	pbschema:ARG-PPT	va:Instrument
pbdata:land-02__2	pblocalrole:giver	pbschema:ARG2	va:Source
pbdata:land-02__2	pblocalrole:giver	pbschema:ARG-DIR	va:Source
pbdata:landfill-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:landfill-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:landfill-01__1	pblocalrole:container	pbschema:ARG1	va:Location
pbdata:landfill-01__1	pblocalrole:container	pbschema:ARG-GOL	va:Location
pbdata:landfill-01__2	pblocalrole:substance	pbschema:ARG2	va:Theme
pbdata:landfill-01__2	pblocalrole:substance	pbschema:ARG-PPT	va:Theme
pbdata:landlock-01__0	pblocalrole:causative_agent	pbschema:ARG0	
pbdata:landlock-01__0	pblocalrole:causative_agent	pbschema:ARG-PAG	
pbdata:landlock-01__1	pblocalrole:thing_surrounded_with_land	pbschema:ARG1	
pbdata:landlock-01__1	pblocalrole:thing_surrounded_with_land	pbschema:ARG-PPT	
pbdata:landlock-01__2	pblocalrole:the_land	pbschema:ARG2	
pbdata:landlock-01__2	pblocalrole:the_land	pbschema:ARG-MNR	
pbdata:landscape-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:landscape-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:landscape-01__1	pblocalrole:location_enhanced	pbschema:ARG1	
pbdata:landscape-01__1	pblocalrole:location_enhanced	pbschema:ARG-PPT	
pbdata:landscape-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:landscape-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:landslide-01__1	pblocalrole:land	pbschema:ARG1	
pbdata:landslide-01__1	pblocalrole:land	pbschema:ARG-PPT	
pbdata:landslide-01__2	pblocalrole:volume	pbschema:ARG2	
pbdata:landslide-01__2	pblocalrole:volume	pbschema:ARG-EXT	
pbdata:landslide-01__3	pblocalrole:casualties	pbschema:ARG3	
pbdata:landslide-01__3	pblocalrole:casualties	pbschema:ARG-VSP	
pbdata:landslide-01__4	pblocalrole:damages	pbschema:ARG4	
pbdata:landslide-01__4	pblocalrole:damages	pbschema:ARG-VSP	
pbdata:lane-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:lane-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:lane-01__1	pblocalrole:area_made_into	pbschema:ARG1	
pbdata:lane-01__1	pblocalrole:area_made_into	pbschema:ARG-PPT	
pbdata:languish-01__1	pblocalrole:entity_languishing	pbschema:ARG1	va:Patient
pbdata:languish-01__1	pblocalrole:entity_languishing	pbschema:ARG-PPT	va:Patient
pbdata:languish-01__2	pblocalrole:location_or_state	pbschema:ARG2	va:Location
pbdata:languish-01__2	pblocalrole:location_or_state	pbschema:ARG-LOC	va:Location
pbdata:languish-02__0	pblocalrole:craver	pbschema:ARG0	
pbdata:languish-02__0	pblocalrole:craver	pbschema:ARG-PAG	
pbdata:languish-02__1	pblocalrole:thing_craved	pbschema:ARG1	
pbdata:languish-02__1	pblocalrole:thing_craved	pbschema:ARG-PPT	
pbdata:lap-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:lap-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:lap-01__1	pblocalrole:thing_lapped	pbschema:ARG1	va:Experiencer
pbdata:lap-01__1	pblocalrole:thing_lapped	pbschema:ARG-PPT	va:Experiencer
pbdata:lapse-01__1	pblocalrole:thing_ceasing	pbschema:ARG1	va:Theme
pbdata:lapse-01__1	pblocalrole:thing_ceasing	pbschema:ARG-PPT	va:Theme
pbdata:lard-01__0	pblocalrole:lard-er	pbschema:ARG0	
pbdata:lard-01__0	pblocalrole:lard-er	pbschema:ARG-PAG	
pbdata:lard-01__1	pblocalrole:thing_larded	pbschema:ARG1	
pbdata:lard-01__1	pblocalrole:thing_larded	pbschema:ARG-GOL	
pbdata:lard-01__2	pblocalrole:lard	pbschema:ARG2	
pbdata:lard-01__2	pblocalrole:lard	pbschema:ARG-PPT	
pbdata:large-01__1	pblocalrole:big_thing	pbschema:ARG1	
pbdata:large-01__1	pblocalrole:big_thing	pbschema:ARG-PAG	
pbdata:lash-01__0	pblocalrole:tier	pbschema:ARG0	va:Agent
pbdata:lash-01__0	pblocalrole:tier	pbschema:ARG-PAG	va:Agent
pbdata:lash-01__1	pblocalrole:entity_lashed	pbschema:ARG1	va:Patient
pbdata:lash-01__1	pblocalrole:entity_lashed	pbschema:ARG-PPT	va:Patient
pbdata:lash-01__2	pblocalrole:entity_lashed_to	pbschema:ARG2	va:Co-Patient
pbdata:lash-01__2	pblocalrole:entity_lashed_to	pbschema:ARG-PPT	va:Co-Patient
pbdata:lash-out-02__0	pblocalrole:attacker	pbschema:ARG0	
pbdata:lash-out-02__0	pblocalrole:attacker	pbschema:ARG-PAG	
pbdata:lash-out-02__1	pblocalrole:lash_at	pbschema:ARG1	
pbdata:lash-out-02__1	pblocalrole:lash_at	pbschema:ARG-PPT	
pbdata:lasso-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:lasso-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:lasso-01__1	pblocalrole:thing_linked	pbschema:ARG1	
pbdata:lasso-01__1	pblocalrole:thing_linked	pbschema:ARG-PPT	
pbdata:lasso-01__2	pblocalrole:thing_linked_to	pbschema:ARG2	
pbdata:lasso-01__2	pblocalrole:thing_linked_to	pbschema:ARG-PPT	
pbdata:lasso-01__3	pblocalrole:instrument	pbschema:ARG3	
pbdata:lasso-01__3	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:last-01__1	pblocalrole:thing_that_lasts	pbschema:ARG1	va:Theme
pbdata:last-01__1	pblocalrole:thing_that_lasts	pbschema:ARG-PPT	va:Theme
pbdata:last-01__2	pblocalrole:period_of_time	pbschema:ARG2	va:Destination
pbdata:last-01__2	pblocalrole:period_of_time	pbschema:ARG-VSP	va:Destination
pbdata:last-02__1	pblocalrole:last_one	pbschema:ARG1	
pbdata:last-02__1	pblocalrole:last_one	pbschema:ARG-PPT	
pbdata:last-03__1	pblocalrole:supplies	pbschema:ARG1	
pbdata:last-03__1	pblocalrole:supplies	pbschema:ARG-PPT	
pbdata:last-03__2	pblocalrole:how_long_the_supplies	pbschema:ARG2	
pbdata:last-03__2	pblocalrole:how_long_the_supplies	pbschema:ARG-VSP	
pbdata:last-03__3	pblocalrole:consumers_of_supplies	pbschema:ARG3	
pbdata:last-03__3	pblocalrole:consumers_of_supplies	pbschema:ARG-GOL	
pbdata:last-03__4	pblocalrole:consumption_rate	pbschema:ARG4	
pbdata:last-03__4	pblocalrole:consumption_rate	pbschema:ARG-ADV	
pbdata:last-04__1	pblocalrole:product	pbschema:ARG1	
pbdata:last-04__1	pblocalrole:product	pbschema:ARG-PPT	
pbdata:last-04__2	pblocalrole:how_long_the_product	pbschema:ARG2	
pbdata:last-04__2	pblocalrole:how_long_the_product	pbschema:ARG-VSP	
pbdata:last-04__3	pblocalrole:attribute_of_product	pbschema:ARG3	
pbdata:last-04__3	pblocalrole:attribute_of_product	pbschema:ARG-ADV	
pbdata:last-04__4	pblocalrole:beneficiary	pbschema:ARG4	
pbdata:last-04__4	pblocalrole:beneficiary	pbschema:ARG-GOL	
pbdata:latch-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:latch-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:latch-01__1	pblocalrole:thing_being_latched	pbschema:ARG1	
pbdata:latch-01__1	pblocalrole:thing_being_latched	pbschema:ARG-PPT	
pbdata:latch-01__1	pblocalrole:thing_being_latched	pbschema:ARG1	
pbdata:latch-01__1	pblocalrole:thing_being_latched	pbschema:ARG-PPT	
pbdata:latch-on-02__0	pblocalrole:obtainer	pbschema:ARG0	
pbdata:latch-on-02__0	pblocalrole:obtainer	pbschema:ARG-PAG	
pbdata:latch-on-02__1	pblocalrole:entity_latched_on	pbschema:ARG1	
pbdata:latch-on-02__1	pblocalrole:entity_latched_on	pbschema:ARG-PPT	
pbdata:late-01__1	pblocalrole:late_thing	pbschema:ARG1	
pbdata:late-01__1	pblocalrole:late_thing	pbschema:ARG-PPT	
pbdata:late-01__2	pblocalrole:the_larger_time_period	pbschema:ARG2	
pbdata:late-01__2	pblocalrole:the_larger_time_period	pbschema:ARG-LOC	
pbdata:late-02__1	pblocalrole:late_entity	pbschema:ARG1	
pbdata:late-02__1	pblocalrole:late_entity	pbschema:ARG-PPT	
pbdata:late-02__2	pblocalrole:destination	pbschema:ARG2	
pbdata:late-02__2	pblocalrole:destination	pbschema:ARG-PRD	
pbdata:late-02__3	pblocalrole:late_by_how_much	pbschema:ARG3	
pbdata:late-03__1	pblocalrole:deceased_entity	pbschema:ARG1	
pbdata:late-03__1	pblocalrole:deceased_entity	pbschema:ARG-PPT	
pbdata:lateral-02__1	pblocalrole:thing_that_is_on_the_side	pbschema:ARG1	
pbdata:lateral-02__1	pblocalrole:thing_that_is_on_the_side	pbschema:ARG-PAG	
pbdata:lateral-02__2	pblocalrole:on_the_side_of_what	pbschema:ARG2	
pbdata:lateral-02__2	pblocalrole:on_the_side_of_what	pbschema:ARG-PPT	
pbdata:lateralize-01__0	pblocalrole:cause_of_movement	pbschema:ARG0	
pbdata:lateralize-01__0	pblocalrole:cause_of_movement	pbschema:ARG-PAG	
pbdata:lateralize-01__1	pblocalrole:thing_moved	pbschema:ARG1	
pbdata:lateralize-01__1	pblocalrole:thing_moved	pbschema:ARG-PPT	
pbdata:lateralize-01__2	pblocalrole:moved_where	pbschema:ARG2	
pbdata:lateralize-01__2	pblocalrole:moved_where	pbschema:ARG-LOC	
pbdata:lather-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:lather-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:lather-01__1	pblocalrole:face	pbschema:ARG1	
pbdata:lather-01__1	pblocalrole:face	pbschema:ARG-PPT	
pbdata:latinamerican-01__1	pblocalrole:latin_american_entity	pbschema:ARG1	
pbdata:latinamerican-01__1	pblocalrole:latin_american_entity	pbschema:ARG-PAG	
pbdata:laud-01__0	pblocalrole:praiser	pbschema:ARG0	va:Agent
pbdata:laud-01__0	pblocalrole:praiser	pbschema:ARG-PAG	va:Agent
pbdata:laud-01__1	pblocalrole:entity_praised	pbschema:ARG1	va:Theme
pbdata:laud-01__1	pblocalrole:entity_praised	pbschema:ARG-PPT	va:Theme
pbdata:laud-01__2	pblocalrole:praised_for_what	pbschema:ARG2	va:Attribute
pbdata:laud-01__2	pblocalrole:praised_for_what	pbschema:ARG-PRD	va:Attribute
pbdata:laugh-01__0	pblocalrole:laugher	pbschema:ARG0	va:Agent
pbdata:laugh-01__0	pblocalrole:laugher	pbschema:ARG-PAG	va:Agent
pbdata:laugh-01__1	pblocalrole:cognate_object	pbschema:ARG1	va:Attribute
pbdata:laugh-01__1	pblocalrole:cognate_object	pbschema:ARG-PPT	va:Attribute
pbdata:laugh-01__2	pblocalrole:source_of_joy	pbschema:ARG2	va:Topic
pbdata:laugh-01__2	pblocalrole:source_of_joy	pbschema:ARG-CAU	va:Topic
pbdata:laugh-01__3	pblocalrole:end_state_of_arg0	pbschema:ARG3	va:Result
pbdata:laugh-01__3	pblocalrole:end_state_of_arg0	pbschema:ARG-PRD	va:Result
pbdata:laugh-02__0	pblocalrole:speaker	pbschema:ARG0	va:Agent
pbdata:laugh-02__0	pblocalrole:speaker	pbschema:ARG-PAG	va:Agent
pbdata:laugh-02__1	pblocalrole:utterance	pbschema:ARG1	va:Topic
pbdata:laugh-02__1	pblocalrole:utterance	pbschema:ARG-PPT	va:Topic
pbdata:laugh-02__2	pblocalrole:hearer	pbschema:ARG2	va:Recipient
pbdata:laugh-02__2	pblocalrole:hearer	pbschema:ARG-GOL	va:Recipient
pbdata:laughable-03__1	pblocalrole:foolish_thing	pbschema:ARG1	
pbdata:laughable-03__1	pblocalrole:foolish_thing	pbschema:ARG-PPT	
pbdata:laughable-03__2	pblocalrole:to_whom_it_is_foolish	pbschema:ARG2	
pbdata:laughable-03__2	pblocalrole:to_whom_it_is_foolish	pbschema:ARG-GOL	
pbdata:launch-01__0	pblocalrole:starter	pbschema:ARG0	va:Agent
pbdata:launch-01__0	pblocalrole:starter	pbschema:ARG-PAG	va:Agent
pbdata:launch-01__1	pblocalrole:thing_being_launched	pbschema:ARG1	va:Theme
pbdata:launch-01__1	pblocalrole:thing_being_launched	pbschema:ARG-PPT	va:Theme
pbdata:launder-01__0	pblocalrole:person_doing_laundry	pbschema:ARG0	va:Agent
pbdata:launder-01__0	pblocalrole:person_doing_laundry	pbschema:ARG-PAG	va:Agent
pbdata:launder-01__1	pblocalrole:laundry	pbschema:ARG1	va:Patient
pbdata:launder-01__1	pblocalrole:laundry	pbschema:ARG-PPT	va:Patient
pbdata:lave-01__0	pblocalrole:washer	pbschema:ARG0	
pbdata:lave-01__0	pblocalrole:washer	pbschema:ARG-PAG	
pbdata:lave-01__1	pblocalrole:entity_cleaned	pbschema:ARG1	
pbdata:lave-01__1	pblocalrole:entity_cleaned	pbschema:ARG-PPT	
pbdata:lave-02__0	pblocalrole:licker	pbschema:ARG0	
pbdata:lave-02__0	pblocalrole:licker	pbschema:ARG-PAG	
pbdata:lave-02__1	pblocalrole:thing_licked	pbschema:ARG1	
pbdata:lave-02__1	pblocalrole:thing_licked	pbschema:ARG-PPT	
pbdata:lavish-01__0	pblocalrole:giver	pbschema:ARG0	va:Agent
pbdata:lavish-01__0	pblocalrole:giver	pbschema:ARG-PAG	va:Agent
pbdata:lavish-01__1	pblocalrole:thing_lavished	pbschema:ARG1	va:Goal
pbdata:lavish-01__1	pblocalrole:thing_lavished	pbschema:ARG-PPT	va:Goal
pbdata:lavish-01__2	pblocalrole:lavished_on	pbschema:ARG2	va:Recipient
pbdata:lavish-01__2	pblocalrole:lavished_on	pbschema:ARG-GOL	va:Recipient
pbdata:lawbreak-01__0	pblocalrole:scofflaw	pbschema:ARG0	
pbdata:lawbreak-01__0	pblocalrole:scofflaw	pbschema:ARG-PAG	
pbdata:lawbreak-01__1	pblocalrole:law_broken	pbschema:ARG1	
pbdata:lawbreak-01__1	pblocalrole:law_broken	pbschema:ARG-PPT	
pbdata:lawful-01__1	pblocalrole:lawful_thing	pbschema:ARG1	
pbdata:lawful-01__1	pblocalrole:lawful_thing	pbschema:ARG-PPT	
pbdata:lawmaking-01__0	pblocalrole:law-maker	pbschema:ARG0	
pbdata:lawmaking-01__0	pblocalrole:law-maker	pbschema:ARG-PAG	
pbdata:lawmaking-01__1	pblocalrole:domain_the_law_applies_to	pbschema:ARG1	
pbdata:lawmaking-01__1	pblocalrole:domain_the_law_applies_to	pbschema:ARG-PPT	
pbdata:lawsuit-04__0	pblocalrole:prosecutor	pbschema:ARG0	
pbdata:lawsuit-04__0	pblocalrole:prosecutor	pbschema:ARG-PAG	
pbdata:lawsuit-04__1	pblocalrole:defendant	pbschema:ARG1	
pbdata:lawsuit-04__1	pblocalrole:defendant	pbschema:ARG-PPT	
pbdata:lawsuit-04__2	pblocalrole:type	pbschema:ARG2	
pbdata:lawsuit-04__2	pblocalrole:type	pbschema:ARG-VSP	
pbdata:lax-01__1	pblocalrole:lax_entity	pbschema:ARG1	
pbdata:lax-01__1	pblocalrole:lax_entity	pbschema:ARG-PPT	
pbdata:lax-01__2	pblocalrole:lax_about	pbschema:ARG2	
pbdata:lax-01__2	pblocalrole:lax_about	pbschema:ARG-PPT	
pbdata:lay-01__0	pblocalrole:layer	pbschema:ARG0	va:Agent
pbdata:lay-01__0	pblocalrole:layer	pbschema:ARG-PAG	va:Agent
pbdata:lay-01__1	pblocalrole:thing_laid	pbschema:ARG1	va:Theme
pbdata:lay-01__1	pblocalrole:thing_laid	pbschema:ARG-PPT	va:Theme
pbdata:lay-01__2	pblocalrole:location	pbschema:ARG2	va:Location
pbdata:lay-01__2	pblocalrole:location	pbschema:ARG-GOL	va:Location
pbdata:lay-04__0	pblocalrole:sexual_partner	pbschema:ARG0	
pbdata:lay-04__0	pblocalrole:sexual_partner	pbschema:ARG-PAG	
pbdata:lay-04__0	pblocalrole:sexual_partner	pbschema:ARG0	
pbdata:lay-04__0	pblocalrole:sexual_partner	pbschema:ARG-PAG	
pbdata:lay-04__1	pblocalrole:entity_getting_laid	pbschema:ARG1	
pbdata:lay-04__1	pblocalrole:entity_getting_laid	pbschema:ARG-PPT	
pbdata:lay-off-02__0	pblocalrole:employer	pbschema:ARG0	
pbdata:lay-off-02__0	pblocalrole:employer	pbschema:ARG-PAG	
pbdata:lay-off-02__0	pblocalrole:employer	pbschema:ARG0	
pbdata:lay-off-02__0	pblocalrole:employer	pbschema:ARG-PAG	
pbdata:lay-off-02__1	pblocalrole:employee	pbschema:ARG1	
pbdata:lay-off-02__1	pblocalrole:employee	pbschema:ARG-PPT	
pbdata:lay-off-06__0	pblocalrole:agent_of_cessation	pbschema:ARG0	
pbdata:lay-off-06__0	pblocalrole:agent_of_cessation	pbschema:ARG-PAG	
pbdata:lay-off-06__1	pblocalrole:activity_ceased	pbschema:ARG1	
pbdata:lay-off-06__1	pblocalrole:activity_ceased	pbschema:ARG-PPT	
pbdata:lay-on-03__0	pblocalrole:agent	pbschema:ARG0	
pbdata:lay-on-03__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:lay-on-03__1	pblocalrole:thing_employed	pbschema:ARG1	
pbdata:lay-on-03__1	pblocalrole:thing_employed	pbschema:ARG-PPT	
pbdata:layer-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:layer-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:layer-01__1	pblocalrole:theme	pbschema:ARG1	
pbdata:layer-01__1	pblocalrole:theme	pbschema:ARG-PPT	
pbdata:layer-01__2	pblocalrole:destination	pbschema:ARG2	
pbdata:layer-01__2	pblocalrole:destination	pbschema:ARG-GOL	
pbdata:layover-01__0	pblocalrole:waiting_entitiy	pbschema:ARG0	va:Agent
pbdata:layover-01__0	pblocalrole:waiting_entitiy	pbschema:ARG-PPT	va:Agent
pbdata:layover-01__1	pblocalrole:length_of_stop	pbschema:ARG1	va:Extent
pbdata:layover-01__1	pblocalrole:length_of_stop	pbschema:ARG-EXT	va:Extent
pbdata:layover-01__2	pblocalrole:area_or_location_of_wait	pbschema:ARG2	va:Location
pbdata:layover-01__2	pblocalrole:area_or_location_of_wait	pbschema:ARG-LOC	va:Location
pbdata:lazy-01__1	pblocalrole:lazy_entity	pbschema:ARG1	
pbdata:lazy-01__1	pblocalrole:lazy_entity	pbschema:ARG-PAG	
pbdata:leach-01__0	pblocalrole:agent_of_percolation_process	pbschema:ARG0	va:Agent
pbdata:leach-01__0	pblocalrole:agent_of_percolation_process	pbschema:ARG-PAG	va:Agent
pbdata:leach-01__1	pblocalrole:soluble_constituents	pbschema:ARG1	va:Patient
pbdata:leach-01__1	pblocalrole:soluble_constituents	pbschema:ARG-PPT	va:Patient
pbdata:leach-01__2	pblocalrole:source_from_which_arg1_is_drawn	pbschema:ARG2	va:Source
pbdata:leach-01__2	pblocalrole:source_from_which_arg1_is_drawn	pbschema:ARG-DIR	va:Source
pbdata:lead-01__0	pblocalrole:leader	pbschema:ARG0	va:Agent
pbdata:lead-01__0	pblocalrole:leader	pbschema:ARG-PAG	va:Agent
pbdata:lead-01__1	pblocalrole:in_the_lead_of	pbschema:ARG1	va:Theme
pbdata:lead-01__1	pblocalrole:in_the_lead_of	pbschema:ARG-PPT	va:Theme
pbdata:lead-01__2	pblocalrole:extent	pbschema:ARG2	
pbdata:lead-01__2	pblocalrole:extent	pbschema:ARG-EXT	
pbdata:lead-01__3	pblocalrole:start_point	pbschema:ARG3	va:Source
pbdata:lead-01__3	pblocalrole:start_point	pbschema:ARG-DIR	va:Source
pbdata:lead-01__4	pblocalrole:end_point	pbschema:ARG4	va:Destination
pbdata:lead-01__4	pblocalrole:end_point	pbschema:ARG-GOL	va:Destination
pbdata:lead-02__0	pblocalrole:leader	pbschema:ARG0	va:Agent
pbdata:lead-02__0	pblocalrole:leader	pbschema:ARG-PAG	va:Agent
pbdata:lead-02__1	pblocalrole:entity_lead	pbschema:ARG1	va:Theme
pbdata:lead-02__1	pblocalrole:entity_lead	pbschema:ARG-PPT	va:Theme
pbdata:lead-02__2	pblocalrole:proposition	pbschema:ARG2	
pbdata:lead-02__2	pblocalrole:proposition	pbschema:ARG-PRD	
pbdata:lead-03__0	pblocalrole:factors	pbschema:ARG0	va:Agent
pbdata:lead-03__0	pblocalrole:factors	pbschema:ARG-PAG	va:Agent
pbdata:lead-03__1	pblocalrole:led_entity	pbschema:ARG1	va:Patient
pbdata:lead-03__1	pblocalrole:led_entity	pbschema:ARG-PPT	va:Patient
pbdata:lead-03__2	pblocalrole:result	pbschema:ARG2	va:Result
pbdata:lead-03__2	pblocalrole:result	pbschema:ARG-PRD	va:Result
pbdata:lead-off-04__0	pblocalrole:creator	pbschema:ARG0	
pbdata:lead-off-04__0	pblocalrole:creator	pbschema:ARG-PAG	
pbdata:lead-off-04__1	pblocalrole:theme	pbschema:ARG1	
pbdata:lead-off-04__1	pblocalrole:theme	pbschema:ARG-PPT	
pbdata:lead-off-04__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:lead-off-04__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:lead-off-04__3	pblocalrole:secondary_predication_of_arg1	pbschema:ARG3	
pbdata:lead-off-04__3	pblocalrole:secondary_predication_of_arg1	pbschema:ARG-PRD	
pbdata:lead-up-05__1	pblocalrole:ongoing_events	pbschema:ARG1	
pbdata:lead-up-05__1	pblocalrole:ongoing_events	pbschema:ARG-PPT	
pbdata:lead-up-05__1	pblocalrole:thing_leading_up	pbschema:ARG1	
pbdata:lead-up-05__1	pblocalrole:thing_leading_up	pbschema:ARG-PPT	
pbdata:lead-up-05__2	pblocalrole:event_lead_up_to	pbschema:ARG2	
pbdata:lead-up-05__2	pblocalrole:event_lead_up_to	pbschema:ARG-CAU	
pbdata:lead-up-05__2	pblocalrole:terminus	pbschema:ARG2	
pbdata:lead-up-05__2	pblocalrole:terminus	pbschema:ARG-CAU	
pbdata:leaf-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:leaf-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:leaf-01__1	pblocalrole:location	pbschema:ARG1	
pbdata:leaf-01__1	pblocalrole:location	pbschema:ARG-LOC	
pbdata:leaf-01__2	pblocalrole:thing_being_searched_for_in_the_pages	pbschema:ARG2	
