pbframe	pbframelabel	pbrole	fnframe	vaframe
pbrs:go-06	proceed (with a variety of prepositions)	pblr:go-06.project		va:0183f
pbrs:go-07	sell	pblr:go-07.commodity		va:0533f
pbrs:go-07	sell	pblr:go-07.commodity		va:0229f
pbrs:go-07	sell	pblr:go-07.buyer		va:0533f
pbrs:go-07	sell	pblr:go-07.buyer		va:0229f
pbrs:go-07	sell	pblr:go-07.price		va:0533f
pbrs:go-07	sell	pblr:go-07.price		va:0229f
pbrs:go-08	become	pblr:go-08.attribute-of-arg1		va:0029f
pbrs:go-08	become	pblr:go-08.attribute-of-arg1		va:0016f
pbrs:go-08	become	pblr:go-08.with-reference-to-what		va:0029f
pbrs:go-08	become	pblr:go-08.with-reference-to-what		va:0016f
pbrs:go-08	become	pblr:go-08.object		va:0029f
pbrs:go-08	become	pblr:go-08.object		va:0016f
pbrs:go-09	operate	pblr:go-09.thing-going		va:0497f
pbrs:go-09	operate	pblr:go-09.thing-going		va:0183f
pbrs:go-10	benefactive	pblr:go-10.thing-going		
pbrs:go-10	benefactive	pblr:go-10.receiver		
pbrs:go-11	serve	pblr:go-11.thing-going		
pbrs:go-11	serve	pblr:go-11.purpose		
pbrs:go-12	experience, undergo	pblr:go-12.experiencer		
pbrs:go-12	experience, undergo	pblr:go-12.experienced		
pbrs:go-14	be left	pblr:go-14.thing-left		
pbrs:go-21	have on your side	pblr:go-21.beneficiary		
pbrs:go-21	have on your side	pblr:go-21.thing-on-your-side		
pbrs:go-22	go with, match, accompany	pblr:go-22.topic		
pbrs:go-22	go with, match, accompany	pblr:go-22.what-you-get-for-free		
pbrs:go-23	say	pblr:go-23.sayer		
pbrs:go-23	say	pblr:go-23.hearer		
pbrs:go-23	say	pblr:go-23.utterance		
pbrs:go-24	existential	pblr:go-24.you		
pbrs:go-24	existential	pblr:go-24.here		
pbrs:go-29	potty	pblr:go-29.potty-er		
pbrs:go-29	potty	pblr:go-29.duty-done		
pbrs:go-31	an attempt, effort	pblr:go-31.thing-attempted		
pbrs:go-31	an attempt, effort	pblr:go-31.agent		
pbrs:go-32	attack or insult	pblr:go-32.attacker		
pbrs:go-32	attack or insult	pblr:go-32.attacked		
pbrs:go-35		pblr:go-35.orientation		
pbrs:go-35		pblr:go-35.entity-that-exists-in-space		
pbrs:go-35		pblr:go-35.if-arg1-spans-a-space		
pbrs:go-35		pblr:go-35.if-arg1-spans-a-space		
pbrs:go-35		pblr:go-35.if-arg1-is-3d		
pbrs:go-35		pblr:go-35.location		
pbrs:go-back-19	return to being	pblr:go-back-19.thing-going-back-to-previous-state		
pbrs:go-back-19	return to being	pblr:go-back-19.previous-state		
pbrs:go-down-27	happen	pblr:go-down-27.thing-happening		
pbrs:go-down-on-04		pblr:go-down-on-04.performer		
pbrs:go-down-on-04		pblr:go-down-on-04.recipient		
pbrs:go-off-16	become on	pblr:go-off-16.thing-becoming-on		
pbrs:go-on-15	go on: occur, continue	pblr:go-on-15.thing-continuing		
pbrs:go-on-25	continue speaking	pblr:go-on-25.utterance		
pbrs:go-on-25	continue speaking	pblr:go-on-25.speaker		
pbrs:go-on-25	continue speaking	pblr:go-on-25.listener		
pbrs:go-out-17	leave	pblr:go-out-17.entity-leaving		
pbrs:go-out-17	leave	pblr:go-out-17.place-left		
pbrs:go-out-18	extinguish	pblr:go-out-18.thing-being-extinguished		
pbrs:go-out-34	date	pblr:go-out-34.first-dater		
pbrs:go-out-34	date	pblr:go-out-34.second-dater		
pbrs:go-over-26	review, discuss, analyze, explain	pblr:go-over-26.gone-over-with-whom		
pbrs:go-over-26	review, discuss, analyze, explain	pblr:go-over-26.reviewer		
pbrs:go-over-26	review, discuss, analyze, explain	pblr:go-over-26.attribute		
pbrs:go-over-26	review, discuss, analyze, explain	pblr:go-over-26.thing-reviewed		
pbrs:go-over-30	be received, create an impression	pblr:go-over-30.thing-being-received		
pbrs:go-through-20	come to completion	pblr:go-through-20.thing-coming-to-completion		
pbrs:go-through-20	come to completion	pblr:go-through-20.agent		
pbrs:go-to-sleep-07		pblr:go-to-sleep-07.sleeper		
pbrs:goad-01	urge or provoke through criticism	pblr:goad-01.urger		
pbrs:goad-01	urge or provoke through criticism	pblr:goad-01.person-goaded		
pbrs:goad-01	urge or provoke through criticism	pblr:goad-01.persuaded-action		
pbrs:gobble-01	eat voraciously	pblr:gobble-01.eater		
pbrs:gobble-01	eat voraciously	pblr:gobble-01.food		
pbrs:gobble-02	make like a turkey	pblr:gobble-02.turkey		
pbrs:gobble-up-03	eat voraciously and completely	pblr:gobble-up-03.food		
pbrs:gobble-up-03	eat voraciously and completely	pblr:gobble-up-03.eater		
pbrs:goggle-01	goggle	pblr:goggle-01.goggler		
pbrs:goggle-01	goggle	pblr:goggle-01.goggled-at		
pbrs:golf-01	play golf with club and golf ball, playing golf	pblr:golf-01.golfer		
pbrs:golight-01	go-light	pblr:golight-01.goer		
pbrs:gondola-01	gondola	pblr:gondola-01.thing-gondolaed		
pbrs:gondola-01	gondola	pblr:gondola-01.locations		
pbrs:gondola-01	gondola	pblr:gondola-01.destination		
pbrs:gondola-01	gondola	pblr:gondola-01.agent		
pbrs:gone-33	telling time: after X o'clock	pblr:gone-33.time-stamp-that-has-passed		
pbrs:good-02	generally positive: morally good, pleasing; uses that mean 'well' go into a different roleset.	pblr:good-02.generally-positive-entity		
pbrs:good-02	generally positive: morally good, pleasing; uses that mean 'well' go into a different roleset.	pblr:good-02.recipient-of-good-behavior		
pbrs:good-03	be skilled at	pblr:good-03.skill		
pbrs:good-03	be skilled at	pblr:good-03.skilled-entity		
pbrs:good-04	beneficial, healthy for	pblr:good-04.beneficiary		
pbrs:good-04	beneficial, healthy for	pblr:good-04.beneficial-thing		
pbrs:good-07	still adequate, usable, valid (the expiration date sense)	pblr:good-07.thing-that-is-still-good		
pbrs:good-08	dependable for something (money) owed, in fortunate circumstances (non-financial)	pblr:good-08.commodity-arg1-is-good-for		
pbrs:good-08	dependable for something (money) owed, in fortunate circumstances (non-financial)	pblr:good-08.dependable-entity		
pbrs:good-14	ready, all set to do something	pblr:good-14.to-do-what		
pbrs:good-14	ready, all set to do something	pblr:good-14.entity-who-is-all-ready		
pbrs:good-15		pblr:good-15.extensive		
pbrs:goof-01	mess up	pblr:goof-01.goofer		va:0625f
pbrs:goof-02	be silly, mess around, not be serious	pblr:goof-02.goofy-one		
pbrs:goof-02	be silly, mess around, not be serious	pblr:goof-02.entity-played-with		
pbrs:google-01	search for using google search engine	pblr:google-01.agent-of-search		
pbrs:google-01	search for using google search engine	pblr:google-01.target-of-search		
pbrs:goosestep-01	goose step	pblr:goosestep-01.path		
pbrs:goosestep-01	goose step	pblr:goosestep-01.entity-moving		
pbrs:goosestep-01	goose step	pblr:goosestep-01.start-point		
pbrs:goosestep-01	goose step	pblr:goosestep-01.end-point		
pbrs:gore-01	impale	pblr:gore-01.agent		va:0431f
pbrs:gore-01	impale	pblr:gore-01.instrument		va:0431f
pbrs:gore-01	impale	pblr:gore-01.victim		va:0431f
pbrs:gorge-01	eat	pblr:gorge-01.eaten-thing		
pbrs:gorge-01	eat	pblr:gorge-01.entity-eating		
pbrs:gorgeous-01	beautiful	pblr:gorgeous-01.beautiful-entity		
pbrs:gossip-01	to engage in or spread gossip	pblr:gossip-01.gossip-about		va:0348f
pbrs:gossip-01	to engage in or spread gossip	pblr:gossip-01.gossiper		va:0348f
pbrs:gouge-01	put deep grooves or scratches into a surface	pblr:gouge-01.causer-of-gouges		va:0453f
pbrs:gouge-01	put deep grooves or scratches into a surface	pblr:gouge-01.surface		va:0453f
pbrs:gouge-02	extort money, swindle	pblr:gouge-02.money		va:0301f
pbrs:gouge-02	extort money, swindle	pblr:gouge-02.petty-crook		va:0301f
pbrs:gouge-02	extort money, swindle	pblr:gouge-02.source		va:0301f
pbrs:govern-01	to control or influence, governing, leading	pblr:govern-01.specific-domain		va:0125f
pbrs:govern-01	to control or influence, governing, leading	pblr:govern-01.governor		va:0125f
pbrs:govern-01	to control or influence, governing, leading	pblr:govern-01.governed		va:0125f
pbrs:grab-01	to capture, obtain, taking hold of	pblr:grab-01.grabber		va:0079f
pbrs:grab-01	to capture, obtain, taking hold of	pblr:grab-01.entity-grabbed		va:0079f
pbrs:grace-01	to decorate, beautify	pblr:grace-01.entity-beautified		va:0400f
pbrs:grace-01	to decorate, beautify	pblr:grace-01.entity-beautifying		va:0400f
pbrs:gracious-02	characterized by kindness, courteousness, generosity	pblr:gracious-02.target-of-graciousness		
pbrs:gracious-02	characterized by kindness, courteousness, generosity	pblr:gracious-02.topic		
pbrs:gracious-02	characterized by kindness, courteousness, generosity	pblr:gracious-02.kind		
pbrs:grade-01	assign a grade	pblr:grade-01.secondary-attribute		
pbrs:grade-01	assign a grade	pblr:grade-01.grader		
pbrs:grade-01	assign a grade	pblr:grade-01.thing-graded		
pbrs:grade-02	(cause to) have gradation	pblr:grade-02.agent		va:0091f
pbrs:grade-02	(cause to) have gradation	pblr:grade-02.instrument		va:0091f
pbrs:grade-02	(cause to) have gradation	pblr:grade-02.thing-becoming-gradiant		va:0091f
pbrs:graduate-01	move from one level to the next	pblr:graduate-01.old-level		va:0157f
pbrs:graduate-01	move from one level to the next	pblr:graduate-01.new-level		va:0157f
pbrs:graduate-01	move from one level to the next	pblr:graduate-01.entity-awarding-degree		va:0157f
pbrs:graduate-01	move from one level to the next	pblr:graduate-01.graduate		va:0157f
pbrs:graffiti-01	cover with graffiti	pblr:graffiti-01.punk-artist		
pbrs:graffiti-01	cover with graffiti	pblr:graffiti-01.art		
pbrs:graffiti-01	cover with graffiti	pblr:graffiti-01.wall		
pbrs:graft-01	attach	pblr:graft-01.attached-to		va:0419f
pbrs:graft-01	attach	pblr:graft-01.attacher		va:0419f
pbrs:graft-01	attach	pblr:graft-01.thing-attached		va:0419f
pbrs:grandfather-01	allowing an old exception to a new regulation	pblr:grandfather-01.agent		
pbrs:grandfather-01	allowing an old exception to a new regulation	pblr:grandfather-01.the-old-exception		
pbrs:grandstand-01	perform	pblr:grandstand-01.instrument		va:0014f
pbrs:grandstand-01	perform	pblr:grandstand-01.performance		va:0014f
pbrs:grandstand-01	perform	pblr:grandstand-01.performer		va:0014f
pbrs:grant-01	request, giving, often in answer to a request	pblr:grant-01.benefactive		va:0189f
pbrs:grant-01	request, giving, often in answer to a request	pblr:grant-01.granter		va:0189f
pbrs:grant-01	request, giving, often in answer to a request	pblr:grant-01.thing-granted		va:0189f
pbrs:granular-01	grainy	pblr:granular-01.grainy-entity		
pbrs:granulate-01	form into granules	pblr:granulate-01.thing-granulated		
pbrs:granulate-01	form into granules	pblr:granulate-01.instrument		
pbrs:granulate-01	form into granules	pblr:granulate-01.agent		
pbrs:graph-01		pblr:graph-01.shape-plotted		
pbrs:graph-01		pblr:graph-01.agent		
pbrs:graph-01		pblr:graph-01.framework-graphed-onto		
pbrs:graph-01		pblr:graph-01.instrument		
pbrs:graph-01		pblr:graph-01.function		
pbrs:graphic-01	visually explicit	pblr:graphic-01.graphic-entity		
pbrs:grapple-01	deal with	pblr:grapple-01.grappling-with-what		va:0373f
pbrs:grapple-01	deal with	pblr:grapple-01.entity-grappling		va:0373f
pbrs:grasp-01	to take hold of, comprehend	pblr:grasp-01.thing-grasped		va:0093f
pbrs:grasp-01	to take hold of, comprehend	pblr:grasp-01.grasper		va:0093f
pbrs:grass-01	cover with grass	pblr:grass-01.area-covered-with-grass		
pbrs:grass-01	cover with grass	pblr:grass-01.grass-layer		
pbrs:grass-01	cover with grass	pblr:grass-01.grass-itself		
pbrs:grate-01	scrape	pblr:grate-01.instrument-used		
pbrs:grate-01	scrape	pblr:grate-01.entity-being-grated		
pbrs:grate-01	scrape	pblr:grate-01.agent-of-grating		
pbrs:grate-02	irritate	pblr:grate-02.entity-grated		
pbrs:grate-02	irritate	pblr:grate-02.thing-that-grates		
pbrs:grateful-01	thankful	pblr:grateful-01.thanked-for		
pbrs:grateful-01	thankful	pblr:grateful-01.thanked		
pbrs:grateful-01	thankful	pblr:grateful-01.thanker		
pbrs:gratify-01	satisfy	pblr:gratify-01.thing-satisfied		va:0582f
pbrs:gratify-01	satisfy	pblr:gratify-01.satisfier		va:0582f
pbrs:gravel-01	cover with gravel	pblr:gravel-01.landscaper		
pbrs:gravel-01	cover with gravel	pblr:gravel-01.land-covered-in-gravel		
pbrs:gravel-01	cover with gravel	pblr:gravel-01.gravel-itself		
pbrs:gravitate-01	be pulled or attracted to	pblr:gravitate-01.magnetic-source		
pbrs:gravitate-01	be pulled or attracted to	pblr:gravitate-01.thing-moving-toward-another		
pbrs:gray-01	(cause to) become gray	pblr:gray-01.thing-becoming-gray		va:0442f
pbrs:gray-01	(cause to) become gray	pblr:gray-01.causer		va:0442f
pbrs:gray-02	be gray in color	pblr:gray-02.gray-thing		
pbrs:gray-02	be gray in color	pblr:gray-02.causer-of-grayness		
pbrs:graze-01	(allow to) eat grass	pblr:graze-01.grass		va:0231f
pbrs:graze-01	(allow to) eat grass	pblr:graze-01.cow		va:0231f
pbrs:graze-01	(allow to) eat grass	pblr:graze-01.rancher		va:0231f
pbrs:grease-01	cover with grease	pblr:grease-01.car		
pbrs:grease-01	cover with grease	pblr:grease-01.grease-itself		
pbrs:grease-01	cover with grease	pblr:grease-01.agent		
pbrs:great-01	generally very positive, pleasing, better than 'good'	pblr:great-01.recipient-of-goodness		
pbrs:great-01	generally very positive, pleasing, better than 'good'	pblr:great-01.generally-positive-entity		
pbrs:great-02	very skilled at	pblr:great-02.skilled-entity		
pbrs:great-02	very skilled at	pblr:great-02.skill		
pbrs:great-03	large, physically or metaphorically	pblr:great-03.large-one		
pbrs:great-04	beneficial, possibly for health	pblr:great-04.beneficiary		
pbrs:great-04	beneficial, possibly for health	pblr:great-04.thing-that-is-beneficial		
pbrs:greater-than-symbol-05		pblr:greater-than-symbol-05.left-side-of-the-mathematical-equation		
pbrs:greater-than-symbol-05		pblr:greater-than-symbol-05.right-side-of-the-mathematical-equation		
pbrs:greedy-01	covetous, possessive	pblr:greedy-01.greedy-entity		
pbrs:greedy-01	covetous, possessive	pblr:greedy-01.object-of-desire		
pbrs:green-01	(cause to) become green	pblr:green-01.green-thing		
pbrs:green-01	(cause to) become green	pblr:green-01.causer-of-greenness		
pbrs:green-02	be green in color	pblr:green-02.causer-of-greenness		
pbrs:green-02	be green in color	pblr:green-02.green-thing		
pbrs:green-03	compatible with a healthy environment	pblr:green-03.environmentally-friendly-thing		
pbrs:greet-01	welcome, receive with a   specific reaction	pblr:greet-01.thing-greeted		va:0631f
pbrs:greet-01	welcome, receive with a   specific reaction	pblr:greet-01.specific-reaction		va:0631f
pbrs:greet-01	welcome, receive with a   specific reaction	pblr:greet-01.secondary-attribute		va:0631f
pbrs:greet-01	welcome, receive with a   specific reaction	pblr:greet-01.greeter		va:0631f
pbrs:grieve-01	(cause to) feel extreme sadness	pblr:grieve-01.instrument-or-manner-if-separate-from-arg-0		va:0582f
pbrs:grieve-01	(cause to) feel extreme sadness	pblr:grieve-01.causer-of-grief		va:0582f
pbrs:grieve-01	(cause to) feel extreme sadness	pblr:grieve-01.saddened-entity		va:0582f
pbrs:grill-01	cook by grilling	pblr:grill-01.food		va:0462f
pbrs:grill-01	cook by grilling	pblr:grill-01.cook		va:0462f
pbrs:grill-02	interrogate	pblr:grill-02.entity-questioned		
pbrs:grill-02	interrogate	pblr:grill-02.questioner		
pbrs:grill-02	interrogate	pblr:grill-02.about-what		
pbrs:grim-01	dismal	pblr:grim-01.grim-entity		
pbrs:grim-01	dismal	pblr:grim-01.grim-emotion-emoted-by-arg1		
pbrs:grimace-01	smile painfully	pblr:grimace-01.grimacer		va:0397f
pbrs:grimace-01	smile painfully	pblr:grimace-01.source-of-pain		va:0397f
pbrs:grin-01	smile broadly	pblr:grin-01.grinner		va:0397f
pbrs:grin-02	speak while grinning	pblr:grin-02.utterance		
pbrs:grin-02	speak while grinning	pblr:grin-02.listener		
pbrs:grin-02	speak while grinning	pblr:grin-02.grinner		
pbrs:grind-01	make smaller, crush	pblr:grind-01.end-state		va:0058f
pbrs:grind-01	make smaller, crush	pblr:grind-01.thing-crushed		va:0058f
pbrs:grind-01	make smaller, crush	pblr:grind-01.grinder		va:0058f
pbrs:grind-03	emit grinding sound	pblr:grind-03.thing-making-sound		va:0240f
pbrs:grind-04	idiomatic: grind to a [stop|halt]	pblr:grind-04.stop		va:0029f
pbrs:grind-04	idiomatic: grind to a [stop|halt]	pblr:grind-04.causer-of-stopping		va:0029f
pbrs:grind-04	idiomatic: grind to a [stop|halt]	pblr:grind-04.thing-stopping		va:0029f
pbrs:grind-05	move with difficulty	pblr:grind-05.moved		va:0153f
pbrs:grind-05	move with difficulty	pblr:grind-05.destination		va:0153f
pbrs:grind-05	move with difficulty	pblr:grind-05.mover		va:0153f
pbrs:grind-up-02	make smaller, crush	pblr:grind-up-02.thing-crushed		
pbrs:grind-up-02	make smaller, crush	pblr:grind-up-02.end-state		
pbrs:grind-up-02	make smaller, crush	pblr:grind-up-02.agent		
pbrs:grip-01	hold tight, grasp	pblr:grip-01.holder		va:0079f
pbrs:grip-01	hold tight, grasp	pblr:grip-01.secondary-attribute-of-thing-held		va:0079f
pbrs:grip-01	hold tight, grasp	pblr:grip-01.benefactive		va:0079f
pbrs:grip-01	hold tight, grasp	pblr:grip-01.thing-held		va:0079f
pbrs:gripe-01	to complain	pblr:gripe-01.complaint		va:0326f
pbrs:gripe-01	to complain	pblr:gripe-01.complainer		va:0326f
pbrs:grit-01	grind together	pblr:grit-01.thing-being-ground		
pbrs:grit-01	grind together	pblr:grit-01.causer-of-grinding		
pbrs:groan-01	to utter with a groan	pblr:groan-01.groaned-utterance		va:0346f
pbrs:groan-01	to utter with a groan	pblr:groan-01.groaner		va:0346f
pbrs:groan-01	to utter with a groan	pblr:groan-01.groan-at		va:0346f
pbrs:grok-01	the great indefinable	pblr:grok-01.grokked		
pbrs:grok-01	the great indefinable	pblr:grok-01.grokker		
pbrs:groom-01	brush a horse, attending to one's appearance or hygiene	pblr:groom-01.agent		va:0400f
pbrs:groom-01	brush a horse, attending to one's appearance or hygiene	pblr:groom-01.thing-groomed		va:0400f
pbrs:groom-01	brush a horse, attending to one's appearance or hygiene	pblr:groom-01.instrument		va:0400f
pbrs:groom-02	make ready, prepare	pblr:groom-02.entity-being-groomed		
pbrs:groom-02	make ready, prepare	pblr:groom-02.for-what		
pbrs:groom-02	make ready, prepare	pblr:groom-02.agent		
pbrs:groove-01	put grooves into something	pblr:groove-01.agent		
pbrs:groove-01	put grooves into something	pblr:groove-01.material-getting-grooves		
pbrs:groove-01	put grooves into something	pblr:groove-01.grooves-themselves		
pbrs:groove-02	feelin' the groove	pblr:groove-02.entity-experiencing-groovy-feelings		
pbrs:groove-02	feelin' the groove	pblr:groove-02.cause-of-groovy-feeling		
pbrs:grope-01	grasp without looking	pblr:grope-01.groped		va:0228f
pbrs:grope-01	grasp without looking	pblr:grope-01.groper		va:0228f
pbrs:gross-01	earn profits	pblr:gross-01.earner		va:0279f
pbrs:gross-01	earn profits	pblr:gross-01.gross-profits		va:0279f
pbrs:gross-02	examine or study for tissue changes as a whole and without the use of an aid (ie a microscope)	pblr:gross-02.doctor		
pbrs:gross-02	examine or study for tissue changes as a whole and without the use of an aid (ie a microscope)	pblr:gross-02.visible-thing		
